food,energy_kcal,protein_g,saturated_fats_g,fat,carbohydrates,fiber,sugars,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mcg,manganese_mg,selenium_mcg,vitc_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitb6_mg,folate_mcg,vitb12_mcg,vita_mcg,vite_mg,vitd2_mcg,category
lamb tongue cooked,701,55.0,20.0,51.7,0.0,0.0,0.0,,6.7,,,,0.2,,,,,17.9,0.2,1.1,9.4,0.4,,0.027,0.0,0.0,,
veal heart cooked,368,57.7,3.6,13.4,0.3,0.0,0.0,,8.6,,,,0.1,,,,,19.8,0.7,1.8,9.7,0.4,,0.048,0.0,0.0,,
chicken liver cooked,76,11.3,0.9,2.8,0.5,0.0,0.0,,0.2,,,,0.079,,,,,0.4,1.9,0.015,1.0,3.7,,0.2,0.006,0.0,,
lamb pancreas cooked,541,52.7,15.8,34.9,0.0,0.0,0.0,,4.9,,,,0.1,,,,,46.2,0.022,0.5,5.9,0.1,,0.026,0.0,0.0,,
veal spleen cooked,445,83.1,3.3,10.0,0.0,0.0,0.0,,25.4,,,,0.2,,,,,138.0,0.2,1.0,18.4,0.2,,0.051,0.0,0.0,,
lamb liver cooked,739,102.7,11.5,29.6,8.5,0.0,0.0,,27.8,,,,0.2,,,,,13.4,0.8,13.5,40.8,1.6,,0.3,25.2,0.0,,
turkey gizzard cooked,70,11.9,0.5,2.1,0.0,0.0,0.0,,1.7,,,,0.031,,,,,2.8,0.03,0.2,2.9,0.027,,0.067,0.091,0.025,,
lamp spleen cooked,460,78.1,4.7,14.1,0.0,0.0,0.0,,114.1,,,,0.2,,,,,76.7,0.2,0.9,17.3,0.2,,0.028,0.0,0.0,,
turkey heart cooked,35,5.0,0.4,1.5,0.0,0.0,0.0,,1.4,,,,0.046,,,,,0.6,0.07,0.3,1.6,0.1,,0.089,0.085,0.013,,
beef liver cooked,130,19.8,1.2,3.6,3.5,0.0,0.0,,9.7,,,,0.068,,,,,0.7,6.4,0.01,2.3,4.8,,0.2,0.2,0.034,,
lamb lungs cooked,431,75.7,4.0,11.8,0.0,0.0,0.0,,17.4,,,,0.3,,,,,106.7,0.1,0.5,9.3,0.2,,0.1,0.1,0.0,,
pork brain cooked,527,46.4,8.2,36.3,0.0,0.0,0.0,,7.0,,,,0.3,,,,,53.5,0.3,0.9,12.7,0.5,,0.031,0.0,0.0,,
pork kidneys cooked,211,35.6,2.1,6.6,0.0,0.0,0.0,,7.4,,,,0.1,,,,,14.8,0.6,2.2,8.1,0.6,,0.028,0.1,0.0,,
lamb brain cooked,503,43.5,9.0,35.3,0.0,0.0,0.0,,5.8,,,,0.5,,,,,41.6,0.4,0.8,8.6,0.4,,0.088,0.0,0.0,,
pork heart cooked,215,34.2,1.9,7.3,0.6,0.0,0.0,,8.5,,,,0.053,,,,,2.9,0.8,2.5,8.8,0.6,,0.0,0.017,0.0,,
lamb kidneys cooked,349,60.3,3.1,9.2,2.5,0.0,0.0,,31.6,,,,0.4,,,,,30.6,0.9,5.3,15.3,0.3,,0.2,0.3,0.0,,
beef lungs cooked,364,61.8,3.8,11.2,0.0,0.0,0.0,,16.4,,,,0.3,,,,,99.1,0.1,0.4,7.6,0.066,,0.09,0.095,0.0,,
veal pancreas cooked,614,69.8,12.0,35.0,0.0,0.0,0.0,,5.7,,,,0.2,,,,,14.4,0.4,1.2,10.0,0.5,,0.082,0.0,0.0,,
pork liver cooked,584,92.1,5.0,15.6,13.3,0.0,0.0,,63.4,,,,0.2,,,,,83.5,0.9,7.8,29.9,2.0,,0.071,19.1,0.0,,
beef kidneys cooked,45,7.7,0.3,1.3,0.0,0.0,0.0,,1.6,,,,0.029,,,,,0.0,0.001,0.8,1.1,0.1,,0.013,0.0,0.099,,
turkey giblets cooked,164,25.1,1.6,6.3,0.0,0.0,0.0,,0.7,,,,0.1,,,,,0.5,4.4,0.063,1.5,2.2,,0.3,0.095,0.0,,
duck liver raw,60,8.2,0.6,2.0,1.6,0.0,0.0,,13.4,,,,0.089,,,,,2.0,0.2,0.4,2.9,0.3,,0.046,5.3,0.0,,
veal liver cooked,154,22.7,1.6,5.0,3.0,0.0,0.0,,12.0,,,,0.046,,,,,0.7,16.9,0.09,2.3,5.2,,0.3,0.2,0.0,,
pork lungs cooked,297,49.8,3.3,9.3,0.0,0.0,0.0,,49.2,,,,0.2,,,,,23.7,0.2,1.0,4.1,0.2,,0.049,0.0,0.0,,
veal lungs cooked,312,56.2,2.7,7.9,0.0,0.0,0.0,,10.8,,,,0.2,,,,,102.0,0.072,0.4,6.9,0.2,,0.016,0.0,0.0,,
beef thymus cooked,1215,83.2,32.8,95.2,0.0,0.0,0.0,,5.7,,,,0.4,,,,,115.1,0.3,0.9,7.0,0.3,,0.092,0.0,0.0,,
pork meat cooked,283,14.1,4.4,14.1,0.0,0.0,0.0,,0.7,,,,0.7,,,,,0.0,0.8,0.3,11.0,0.7,,0.044,0.02,0.0,,
bacon roasted,43,3.0,1.1,3.3,0.1,0.0,0.0,,0.096,,,,0.034,,,,,0.09,0.037,0.081,0.015,0.051,,0.007,0.0,0.002,,
pork top loin roasts raw,3644,468.4,35.1,182.8,0.0,0.0,0.0,,11.6,,,,1.0,,,,,0.0,9.4,4.0,122.2,15.8,,0.075,0.09,2.6,,
pork blade roll raw,76,4.7,2.2,6.2,0.0,0.0,0.0,,0.2,,,,0.4,,,,,0.014,0.2,0.089,0.8,0.097,,0.08,0.0,0.0,,
pork backribs raw,2399,204.2,61.9,174.9,0.0,0.0,0.0,,8.1,,,,0.9,,,,,0.0,4.9,3.3,72.6,4.5,,0.028,0.035,2.6,,
pork spareribs cooked,703,51.4,19.7,53.6,0.0,0.0,0.0,,3.3,,,,0.2,,,,,0.0,0.7,0.7,9.7,0.6,,0.016,0.065,0.6,,
pork stomach cooked,44,6.1,0.8,2.1,0.029,0.0,0.0,,0.3,,,,0.035,,,,,0.0,0.08,0.05,0.4,0.038,,0.067,0.0,0.087,,
honey smoked ham cooked,67,9.9,0.6,1.3,4.0,0.0,0.0,,0.2,,,,0.5,,,,,0.3,0.2,0.097,1.3,0.1,,0.091,0.0,0.0,,
boston butt steak raw,844,79.0,19.7,56.1,0.0,0.0,0.0,,5.1,,,,0.3,,,,,0.0,2.4,1.6,19.2,2.2,,0.088,0.051,1.0,,
pork sirloin chops cooked,140,23.3,1.5,4.5,0.0,0.0,0.0,,0.012,,,,0.001,,,,,0.4,0.075,0.07,0.2,0.8,,0.0,0.075,0.01,,
pork country style ribs raw,242,24.8,3.0,15.1,0.0,0.0,0.0,,1.1,,,,0.061,,,,,0.0,0.5,0.3,3.9,0.7,,0.055,0.009,0.3,,
ham patties,205,8.3,6.6,18.3,1.1,0.0,0.0,,0.7,,,,0.7,,,,,0.0,0.3,0.1,2.0,0.1,,0.084,0.0,0.0,,
pork feet cooked,67,6.2,1.2,4.5,0.0,0.0,0.0,,0.3,,,,0.046,,,,,0.0,0.08,0.029,0.2,0.081,,0.048,0.0,0.054,,
ground pork cooked,930,80.4,24.2,65.0,0.0,0.0,0.0,,4.0,,,,0.2,,,,,2.2,2.2,0.7,13.2,1.2,,0.058,0.01,0.7,,
pork centre loin chops cooked,328,40.2,5.5,17.4,0.0,0.0,0.0,,0.1,,,,0.065,,,,,1.1,0.021,0.059,0.4,1.0,,0.0,0.2,0.089,,
pork leg cap steak cooked,307,53.5,2.6,8.6,0.0,0.0,0.0,,1.9,,,,0.1,,,,,0.0,0.9,0.8,15.9,0.8,,0.068,0.0,0.2,,
pork blade chops raw,376,55.8,5.2,15.4,0.0,0.0,0.0,,1.9,,,,0.2,,,,,0.0,1.4,0.9,18.7,1.2,,0.055,0.039,0.5,,
pork tenderloin raw,606,104.3,6.0,17.8,0.0,0.0,0.0,,4.9,,,,0.3,,,,,0.0,5.0,1.7,33.4,3.9,,0.023,0.0,1.1,,
pork sirloin chops raw,1090,205.5,8.2,23.3,0.0,0.0,0.0,,5.0,,,,0.6,,,,,0.0,5.5,2.3,66.2,5.5,,0.083,0.023,1.5,,
pork leg cap steak raw,284,50.0,2.7,7.8,0.0,0.0,0.0,,1.9,,,,0.2,,,,,0.0,1.2,1.0,16.4,1.3,,0.072,0.0,0.2,,
pork carcass raw,1706,63.1,56.4,159.1,0.0,0.0,0.0,,3.1,,,,0.2,,,,,1.8,2.7,0.9,17.4,1.3,,0.096,0.007,1.3,,
pork splean cooked,446,84.3,3.2,9.6,0.0,0.0,0.0,,66.5,,,,0.3,,,,,34.7,0.4,0.8,17.8,0.2,,0.071,0.0,0.0,,
pork centre loin chops raw,338,41.2,6.0,18.0,0.0,0.0,0.0,,1.3,,,,0.1,,,,,0.0,1.0,0.4,13.2,1.4,,0.02,0.048,0.2,,
pork blade chops cooked,265,32.4,4.3,14.6,1.1,0.0,0.0,,1.2,,,,0.072,,,,,0.0,0.8,0.3,10.1,0.7,,0.068,0.069,0.3,,
boston butt steak cooked,494,46.4,12.2,32.7,0.0,0.0,0.0,,3.2,,,,0.1,,,,,0.0,0.9,0.7,7.2,0.8,,0.064,0.066,0.2,,
pork meat raw,179,2.6,6.2,18.6,0.0,0.0,0.0,,0.07,,,,0.021,,,,,0.0,0.05,0.059,0.7,0.07,,0.086,0.094,0.1,,
pork top loin chops raw,287,39.9,4.5,12.8,0.0,0.0,0.0,,0.9,,,,0.099,,,,,0.0,1.2,0.3,14.8,1.3,,0.087,0.074,0.2,,
pork blade steak braised,694,68.2,16.6,44.7,0.087,0.0,0.0,,0.5,,,,0.4,,,,,1.2,0.0,0.1,0.9,3.5,,0.0,0.4,0.032,,
pork boston steaks cooked,438,43.2,10.1,28.1,0.0,0.0,0.0,,2.4,,,,0.1,,,,,0.5,1.2,0.7,6.9,0.5,,0.046,0.06,0.5,,
bacon cooked,43,3.5,1.1,3.1,0.068,0.0,0.0,,0.047,,,,0.2,,,,,0.047,0.0,0.037,0.066,0.1,,0.0,0.053,0.0,,
pickled pork hocks,48,5.4,0.9,3.0,0.0,0.0,0.0,,0.3,,,,0.3,,,,,0.0,0.056,0.066,0.3,0.047,,0.061,0.055,0.047,,
pork boston roast cooked,705,60.5,18.3,49.4,0.0,0.0,0.0,,3.8,,,,0.2,,,,,1.8,1.7,0.9,10.6,0.6,,0.041,0.061,0.5,,
canadian style bacon grilled,43,5.7,0.7,2.0,0.3,0.0,0.0,,0.2,,,,0.4,,,,,0.0,0.2,0.054,1.6,0.1,,0.03,0.0,0.061,,
ham steak,70,11.1,0.8,2.4,0.0,0.0,0.0,,0.6,,,,0.7,,,,,18.4,0.5,0.1,2.9,0.2,,0.08,0.0,0.0,,
pork backfat,3683,13.2,146.1,402.3,0.0,0.0,0.0,,0.8,,,,0.064,,,,,0.5,0.4,0.2,4.5,0.2,,0.035,0.032,0.0,,
bacon baked,44,2.9,1.1,3.5,0.1,0.0,0.0,,0.054,,,,0.2,,,,,0.084,0.052,0.053,0.058,0.077,,0.095,0.0,0.0,,
pork arm picnic raw,5298,513.6,113.6,343.4,0.0,0.0,0.0,,15.6,,,,2.3,,,,,0.0,16.1,6.8,124.0,12.1,,0.04,0.1,5.8,,
salt pork raw,212,1.4,8.3,22.8,0.0,0.0,0.0,,0.1,,,,0.8,,,,,0.0,0.054,0.01,0.5,0.048,,0.049,0.0,0.0,,
pork arm picnic cooked,5292,560.3,109.3,322.7,0.0,0.0,0.0,,20.7,,,,2.2,,,,,0.0,9.9,7.3,119.5,7.8,,0.086,0.007,5.9,,
pork top loin chops cooked,270,39.4,4.3,11.2,0.0,0.0,0.0,,0.1,,,,0.064,,,,,0.7,0.02,0.067,0.3,1.4,,0.0,0.062,0.043,,
ground pork raw,329,21.1,9.8,26.5,0.0,0.0,0.0,,1.1,,,,0.033,,,,,0.9,0.9,0.3,5.4,0.5,,0.005,0.034,0.0,,
pork shoulder raw,1070,77.9,28.3,81.6,0.0,0.0,0.0,,4.8,,,,0.3,,,,,3.2,3.5,1.2,17.4,1.6,,0.034,0.087,0.9,,
pork chitterlings cooked,66,3.5,2.7,5.8,0.0,0.0,0.0,,0.056,,,,0.078,,,,,0.0,0.0,0.056,0.093,0.059,,0.024,0.0,0.0,,
pork breakfast strips cooked,52,3.3,1.4,4.1,0.1,0.0,0.0,,0.2,,,,0.2,,,,,0.0,0.039,0.073,0.9,0.068,,0.02,0.0,0.057,,
pork blade roll roasted,1079,65.0,31.5,88.3,1.4,0.0,0.0,,3.3,,,,3.7,,,,,12.0,1.7,1.1,8.9,0.8,,0.007,0.0,0.0,,
pork tail cooked,1089,46.8,34.2,98.5,0.0,0.0,0.0,,2.2,,,,0.093,,,,,0.0,0.2,0.2,3.1,0.7,,0.061,0.0,0.0,,
pork centre rib roasts raw,275,44.0,3.3,9.7,0.0,0.0,0.0,,1.2,,,,0.1,,,,,0.0,1.0,0.4,13.5,1.5,,0.094,0.0,0.3,,
pork centre rib roasts roasted,1942,211.3,42.6,114.9,0.0,0.0,0.0,,0.7,,,,0.7,,,,,3.8,0.041,0.018,2.3,11.6,,0.0,0.8,0.094,,
minced ham,55,3.4,1.5,4.3,0.4,0.0,0.0,,0.2,,,,0.3,,,,,0.0,0.1,0.073,0.9,0.081,,0.059,0.0,0.012,,
ham roasted,316,28.7,7.1,21.3,0.6,0.0,0.0,,1.9,,,,1.3,,,,,19.6,1.1,0.4,7.4,0.4,,0.054,0.0,0.0,,
pork loin raw,232,23.1,5.1,14.7,0.0,0.0,0.0,,0.9,,,,0.003,,,,,0.7,1.1,0.3,5.4,0.6,,0.019,0.049,0.2,,
pork backribs roasted,2564,202.0,68.5,188.9,0.0,0.0,0.0,,0.9,,,,0.8,,,,,3.6,0.023,0.08,2.9,11.1,,0.0,1.7,0.068,,
pork belly raw,2350,42.4,87.7,240.5,0.0,0.0,0.0,,2.4,,,,0.1,,,,,1.4,1.8,1.1,21.1,0.6,,0.075,0.095,1.8,,
ham raw,266,23.8,6.0,18.2,0.046,0.0,0.0,,1.2,,,,1.5,,,,,0.0,1.3,0.3,4.5,0.7,,0.034,0.0,0.3,,
ham extra lean,45,5.1,0.8,2.3,0.6,0.0,0.0,,0.3,,,,0.4,,,,,0.0,0.2,0.028,1.4,0.1,,0.097,0.0,0.04,,
pork feet pickled,635,52.8,13.4,45.5,0.029,0.0,0.0,,1.4,,,,4.3,,,,,0.0,0.031,0.085,1.0,0.058,,0.003,0.098,1.0,,
pork shoulder cooked,394,31.4,10.6,28.9,0.0,0.0,0.0,,1.8,,,,0.001,,,,,0.7,0.8,0.4,5.4,0.4,,0.007,0.004,0.3,,
pork top loin roasts roasted,1628,224.3,24.1,74.8,0.0,0.0,0.0,,0.7,,,,0.4,,,,,5.9,0.011,0.051,2.0,5.7,,0.0,0.7,0.017,,
pork skin,154,17.3,3.2,8.9,0.0,0.0,0.0,,0.2,,,,0.5,,,,,0.1,0.009,0.034,0.4,0.096,,0.036,0.037,0.1,,
pork country style ribs cooked,235,22.8,5.4,15.2,0.0,0.0,0.0,,1.2,,,,0.049,,,,,0.0,0.4,0.2,4.8,0.4,,0.016,0.098,0.1,,
pork blade steak raw,664,67.6,15.4,43.7,0.6,0.0,0.0,,3.8,,,,0.6,,,,,0.0,1.9,1.3,14.8,1.9,,0.01,0.0,0.8,,
pork tenderloin cooked,153,22.7,2.2,6.2,0.0,0.0,0.0,,1.1,,,,0.091,,,,,0.8,0.7,0.3,3.8,0.4,,0.014,0.017,0.0,,
pork loin cooked,213,24.2,4.5,12.1,0.0,0.0,0.0,,1.0,,,,0.077,,,,,0.5,0.6,0.2,3.9,0.3,,0.024,0.008,0.2,,
pork ears cooked,184,17.7,4.3,12.0,0.2,0.0,0.0,,1.7,,,,0.2,,,,,0.0,0.004,0.07,0.6,0.066,,0.0,0.0,0.0,,
pork tongue cooked,626,55.7,14.9,43.0,0.0,0.0,0.0,,11.5,,,,0.3,,,,,3.9,0.7,1.2,12.3,0.5,,0.077,0.0,0.0,,
pork spareribs raw,3593,200.6,97.7,303.5,0.0,0.0,0.0,,11.8,,,,1.1,,,,,0.0,4.1,3.3,60.5,7.4,,0.055,0.0,4.8,,
ham patties grilled,205,8.0,6.7,18.5,1.0,0.0,0.0,,1.0,,,,0.6,,,,,0.0,0.2,0.1,1.9,0.085,,0.046,0.0,0.3,,
chicken skin roasted,508,22.8,12.8,45.6,0.0,0.0,0.0,,1.7,,,,0.028,,,,,0.0,0.021,0.1,6.3,0.1,,0.099,0.083,0.4,,
turkey breast raw,3554,495.6,43.2,158.9,0.0,0.0,0.0,,27.2,,,,1.3,,,,,0.0,1.3,2.6,117.7,10.9,,0.004,0.015,0.0,,
chicken wing cooked,52,4.8,1.0,3.5,0.0,0.0,0.0,,0.2,,,,0.086,,,,,0.0,0.036,0.097,1.0,0.086,,0.092,0.041,0.052,,
turkey roast roasted,209,28.8,2.6,7.8,4.1,0.0,0.0,,2.2,,,,0.9,,,,,0.0,0.058,0.2,8.5,0.4,,0.079,0.0,0.5,,
pheasant meat raw,1448,181.6,21.6,74.3,0.0,0.0,0.0,,9.2,,,,0.3,,,,,42.4,0.6,1.1,51.4,5.3,,0.015,0.4,0.0,,
chicken back raw,188,8.3,4.9,17.0,0.0,0.0,0.0,,0.6,,,,0.043,,,,,0.9,0.022,0.063,2.9,0.1,,0.026,0.087,0.2,,
chicken back cooked,93,8.0,1.8,6.5,0.0,0.0,0.0,,0.4,,,,0.091,,,,,0.0,0.026,0.035,1.6,0.048,,0.052,0.005,0.074,,
chicken leg fried,431,34.4,6.8,25.5,13.8,0.5,0.0,,2.2,,,,0.4,,,,,0.0,0.2,0.3,8.6,0.4,,0.056,0.07,0.0,,
chicken feet cooked,975,88.0,17.8,66.2,0.9,0.0,0.0,,4.1,,,,0.3,,,,,0.0,0.3,0.9,1.8,0.052,,0.011,0.1,1.2,,
turkey steak fried,179,9.1,2.8,10.8,10.9,0.0,0.0,,1.4,,,,0.5,,,,,0.0,0.075,0.1,1.3,0.1,,0.088,0.092,0.0,,
turkey taco meat cooked,271,30.7,3.2,13.9,5.5,0.0,0.0,,3.3,,,,1.2,,,,,0.0,0.1,0.6,5.5,0.5,,0.062,0.0,0.5,,
chicken leg raw,736,56.3,15.0,54.9,0.6,0.0,0.0,,2.4,,,,0.3,,,,,0.7,0.3,0.5,16.3,1.1,,0.096,0.018,0.8,,
chicken meat raw,1978,171.1,39.7,138.6,0.0,0.0,0.0,,8.3,,,,0.6,,,,,14.7,0.6,1.1,62.6,3.2,,0.069,0.4,2.8,,
chicken neck cooked,94,7.5,1.9,6.9,0.0,0.0,0.0,,0.9,,,,0.085,,,,,0.0,0.05,0.035,1.3,0.033,,0.079,0.065,0.1,,
chicken drumstick fried,193,15.8,3.0,11.3,6.0,0.2,0.0,,1.0,,,,0.2,,,,,0.0,0.049,0.2,3.7,0.2,,0.061,0.028,0.0,,
quail egg,14,1.2,0.3,1.0,0.08,0.0,0.048,,0.3,,,,0.042,,,,,0.0,0.014,0.001,0.076,0.016,,0.039,0.083,0.03,,
duck meat cooked,472,26.6,13.5,39.7,0.0,0.0,0.0,,3.8,,,,0.041,,,,,0.0,0.2,0.4,6.8,0.3,,0.098,0.008,1.0,,
chicken wing roasted,216,20.2,4.2,14.3,0.0,0.0,0.0,,0.092,,,,0.039,,,,,0.5,0.017,0.08,0.1,0.8,,0.069,0.073,0.094,,
quail meat cooked,1028,113.7,17.9,63.9,0.0,0.0,0.0,,20.1,,,,0.2,,,,,10.4,1.0,1.4,35.9,2.8,,0.02,0.3,3.2,,
goose meat cooked,427,35.2,9.6,30.7,0.0,0.0,0.0,,4.0,,,,0.089,,,,,0.0,0.1,0.5,5.8,0.5,,0.076,0.081,2.4,,
chicken breast cooked,114,17.3,1.3,4.5,0.0,0.0,0.0,,0.6,,,,0.058,,,,,0.0,0.018,0.056,7.4,0.3,,0.074,0.08,0.2,,
chicken neck raw,149,7.0,3.6,13.1,0.0,0.0,0.0,,1.0,,,,0.027,,,,,0.0,0.079,0.021,1.8,0.005,,0.028,0.066,0.2,,
pheasant breast raw,484,88.7,4.0,11.8,0.0,0.0,0.0,,2.9,,,,0.1,,,,,21.8,0.3,0.4,31.1,2.7,,0.009,0.2,0.0,,
duck meat raw,5123,145.7,167.6,498.8,0.0,0.0,0.0,,30.4,,,,0.8,,,,,35.5,2.5,2.7,49.9,2.4,,0.048,0.6,8.9,,
squab meat raw,585,36.8,16.8,47.4,0.0,0.0,0.0,,7.0,,,,0.1,,,,,10.3,0.4,0.4,12.0,0.8,,0.012,0.1,0.0,,
chicken drumstick raw,211,23.4,3.3,12.4,0.1,0.0,0.0,,0.8,,,,0.1,,,,,0.0,0.1,0.2,6.4,0.4,,0.042,0.067,0.3,,
turkey meat roasted,284,42.8,3.2,11.1,0.031,0.0,0.0,,1.6,,,,0.2,,,,,0.0,0.073,0.4,14.4,0.9,,0.019,0.004,0.1,,
chicken breast raw,299,36.3,4.6,16.1,0.0,0.0,0.0,,1.3,,,,0.1,,,,,0.0,0.1,0.1,17.2,0.9,,0.057,0.026,0.5,,
ground chicken cooked,474,58.4,7.8,27.4,0.0,0.0,0.0,,0.2,,,,0.2,,,,,1.4,0.0,0.079,0.8,3.3,,0.093,0.2,0.0,,
turkey wing cooked,426,50.9,6.3,23.1,0.0,0.0,0.0,,2.7,,,,0.1,,,,,0.0,0.092,0.2,10.7,0.8,,0.051,0.0,0.3,,
goose meat raw,6077,259.8,160.2,550.7,0.0,0.0,0.0,,41.0,,,,1.2,,,,,68.8,1.4,4.0,59.1,6.4,,0.049,0.3,0.0,,
turkey breast roasted,3266,496.1,36.3,128.0,0.0,0.0,0.0,,24.2,,,,1.1,,,,,0.0,1.0,2.3,110.0,8.3,,0.004,0.0,0.0,,
chicken fajita strips,13,1.7,0.2,0.5,0.2,0.0,0.0,,0.097,,,,0.044,,,,,0.0,0.028,0.021,0.4,0.049,,0.011,0.041,0.031,,
crispy chicken strips tyson,145,0.0,7.7,6.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
chocolate pudding fat free,105,2.2,0.0,0.3,23.6,0.3,17.8,,1.9,,,,0.1,,,,,0.0,0.021,0.046,0.022,0.084,,0.069,0.0,0.0,,
tapioca pudding,143,2.1,1.1,4.3,23.9,0.0,16.4,,0.1,,,,0.2,,,,,0.3,0.025,0.1,0.031,0.052,,0.021,0.0,0.2,,
tapioca pudding fat free,105,1.6,0.1,0.4,23.9,0.0,15.9,,0.1,,,,0.2,,,,,0.3,0.044,0.043,0.1,0.039,,0.012,0.0,0.072,,
corn pudding,328,11.1,6.3,12.6,42.4,3.0,16.5,,0.1,,,,0.7,,,,,0.3,0.1,0.026,0.4,1.3,,0.074,0.2,0.048,,
chocolate pudding,213,3.1,1.9,6.9,34.5,0.0,25.8,,1.9,,,,0.2,,,,,0.5,0.003,0.1,0.2,0.062,,0.044,0.045,0.5,,
lemon pudding,173,4.1,2.6,4.4,30.2,0.0,0.0,,0.058,,,,0.4,,,,,1.2,0.092,0.2,0.1,0.083,,0.028,0.026,0.0,,
vanilla pudding,195,2.2,1.5,5.7,33.9,0.0,25.5,,0.1,,,,0.3,,,,,0.3,0.012,0.1,0.047,0.048,,0.092,0.018,0.5,,
profeel proteiinirahka valio,140,175.0,0.2,0.4,19.3,0.0,0.2,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
cottage cheese creamed,20,2.2,0.3,0.9,0.7,0.0,0.5,,0.071,,,,0.095,,,,,0.0,0.089,0.06,0.059,0.036,,0.06,0.022,0.082,,
zaziki milfina,51,0.0,1.6,4.4,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
cottage cheese low fat,163,28.0,1.5,2.3,6.1,0.0,6.1,,0.3,,,,0.9,,,,,0.0,0.081,0.4,0.3,0.2,,0.072,0.021,0.035,,
cottage cheese nonfat,104,15.0,0.2,0.4,9.7,0.0,2.7,,0.2,,,,0.5,,,,,0.0,0.063,0.3,0.2,0.039,,0.006,0.093,0.096,,
vanilla yogurt low fat,208,12.1,2.0,3.1,33.8,0.0,33.8,,0.2,,,,0.2,,,,,2.0,0.1,0.5,0.3,0.1,,0.01,0.051,0.029,,
classique yogurt plain 2 liberte,30,3.3,0.7,1.2,1.7,0.0,1.7,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
yoplait light strawberry yogurt yoplait,79,0.0,14.1,0.0,0.074,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
yogurt parfait,125,5.0,0.8,1.5,23.6,1.6,17.4,,0.7,,,,0.048,,,,,21.3,0.1,0.3,1.1,0.3,,0.1,0.073,0.4,,
chocolate frozen yogurt,221,5.2,4.0,6.3,37.6,4.0,33.5,,0.8,,,,0.1,,,,,0.0,0.08,0.3,0.2,0.021,,0.088,0.036,0.2,,
frozen yogurt,221,5.2,4.0,6.3,37.6,0.0,34.7,,0.8,,,,0.1,,,,,1.2,0.062,0.3,0.1,0.072,,0.05,0.013,0.2,,
yogurt low fat,154,12.9,2.5,3.8,17.2,0.0,17.2,,0.2,,,,0.2,,,,,2.0,0.1,0.5,0.3,0.1,,0.034,0.021,0.007,,
vanilla yoghurt oikos,120,0.0,24.0,1.8,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
danone low fat alsafi,88,0.0,1.0,1.7,0.089,0.0,255.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
fruit n yogurt parfait mcdonalds,156,4.1,0.044,1.9,30.9,1.5,19.1,,0.7,,,,0.065,,,,,20.7,0.004,0.2,0.4,0.0,,0.099,0.0,0.0,,
triple zero greek yogurt dannon oikos,120,0.038,0.0,0.0,22.5,0.0,6.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
chocolate rasberry protein mini proteinfx,102,0.0,1.8,2.9,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
gushers fruit gushers,360,0.0,80.0,6.0,0.2,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
egg fried,90,6.3,2.0,6.8,0.4,0.0,0.2,,0.9,,,,0.043,,,,,0.0,0.049,0.2,0.093,0.093,,0.029,0.016,0.6,,
glucerna abbott,1010,0.0,2.8,35.6,120.9,12.8,49.8,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
sports drink,26,0.0,0.0,0.0,7.2,0.0,0.0,,0.1,,,,0.073,,,,,15.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
peanut butter cookie protein syntha 6,200,0.0,15.0,6.0,5.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
hanfprotein pulver rohkostqualitat veganz,107,0.0,0.3,3.1,14.2,0.0,0.057,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
smoothie high protein creamy chocolate slimfast,110,12.0,0.5,3.5,2.1,0.0,1.0,,0.0,,,,0.2,,,,,0.0,25.0,35.0,25.0,0.0,,25.0,45.0,0.0,,
egg large,138,0.0,0.5,9.3,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
